team2_id,team1_id,game_id,team2_score,team1_score,point_diff,team2_AdjEM,team2_eFG,team1_eFG,TurnoverMargin,team2_FTR,team1_FTR,diff_dist,team1_win,slot,team2_blockpct,team2_oppfg3pct,team2_oppftpct,team2_oppblockpct,team2_f3grate,team2_oppf3grate,team2_arate,team2_opparate,team1_blockpct,team1_oppfg3pct,team1_oppftpct,team1_oppblockpct,team1_f3grate,team1_oppf3grate,team1_arate,team1_opparate,team2_tempo,team2_de,team1_de,team2_coach_experience_score,team1_coach_experience_score,US_Main_Trend_Category,March_Airline_Inflation,US_Main_Trend,US_Main_Trend_2002_2007,US_Main_Trend_2008_2009,US_Main_Trend_2010_2012,US_Main_Trend_2013_2016,US_Main_Trend_2017_2019,US_Main_Trend_2020_2022,US_Main_Trend_2022_2025,year,PC1,PC2,PC3,PC4
1242,1437,2022-1437-1242,81,65,16,25.48710000000001,43.12041289,41.683440906,0.0302602879999999,0.8045476370810275,0.9545161108547676,635.0351416710855,0,R5YZ,10.4988831,30.08595989,70.72310406,7.829977629,33.77777778,34.1989221,53.90143737,47.47948417,7.177033493,31.00381194,74.50980392,10.86739781,46.01722282,42.95851528,49.01477833,50.0,69.5494,97.191,97.6798,150.5,167.5,"COVID-19 pandemic, social unrest, recovery efforts",23.6,6,0,0,0,0,0,1,0,2022,0.20477131259139114,1.6739236359585346,1.0677512345509046,-1.7728054146110148
1242,1314,2022-1314-1242,72,69,3,25.48710000000001,43.12041289,42.009852214,-0.010861265,0.8045476370810275,0.8883844936556434,112.79883712787932,0,R6CH,10.4988831,30.08595989,70.72310406,7.829977629,33.77777778,34.1989221,53.90143737,47.47948417,9.814528594,34.92063492,73.69614512,8.492063492,37.43793446,36.87804878,53.61842105,48.03149606,69.5494,97.191,100.974,167.5,6.0,"COVID-19 pandemic, social unrest, recovery efforts",23.6,6,0,0,0,0,0,1,0,2022,1.413014055337277,1.6849802758345807,-0.09739541824602534,1.2286393293532365
1437,1222,2022-1222-1437,50,44,6,24.111100000000008,41.683440906,42.566026122,0.0089683579999999,0.9545161108547676,0.74801291179642,-2106.4251601449164,0,R4Z1,7.177033493,31.00381194,74.50980392,10.86739781,46.01722282,42.95851528,49.01477833,50.0,17.71894094,29.28759894,70.84690554,6.286186931,39.03177005,43.56321839,58.9055794,54.95356037,64.1915,97.6798,89.1213,66.25,150.5,"COVID-19 pandemic, social unrest, recovery efforts",23.6,6,0,0,0,0,0,1,0,2022,0.6081725028419668,0.947117561411574,1.4741825175527237,-1.4415119051354826
1181,1116,2022-1116-1181,78,69,9,23.712599999999995,44.430377566,38.74397047,0.0082573879999999,0.786500645489564,0.923935572912062,-1368.9931491392194,0,R4X1,13.25811001,31.39695712,67.16049383,8.097784568,36.57945736,33.7692667,56.98711596,51.79372197,11.89655172,32.7978581,73.21428571,8.745247148,34.25,39.17147352,52.90102389,54.40613027,68.2765,98.2346,94.3928,347.75,21.5,"COVID-19 pandemic, social unrest, recovery efforts",23.6,6,0,0,0,0,0,1,0,2022,0.4067987123843192,1.1894848937566347,-0.287160456882237,1.6371077287853961
1389,1345,2022-1345-1389,67,64,3,4.272999999999996,39.241606174,46.099389712,-0.018886942,0.8483084148168418,0.7369430221431862,872.0350330762927,0,R3W2,14.6090535,29.42238267,73.48242812,13.15789474,30.34134008,36.30406291,51.56017831,51.60744501,10.0,33.62175525,72.39709443,6.713164778,39.21568627,40.87923194,59.03743316,53.07328605,67.0262,92.3289,102.091,15.25,107.0,"COVID-19 pandemic, social unrest, recovery efforts",23.6,6,0,0,0,0,0,1,0,2022,-2.4039374326641036,1.0484475093494185,1.7833455106780132,-0.6643003849716723
1314,1417,2022-1417-1314,73,66,7,16.043899999999994,42.009852214,40.909791394,0.053669751,0.8883844936556434,0.8694969729586851,3297.2218634900914,0,R3W1,9.814528594,34.92063492,73.69614512,8.492063492,37.43793446,36.87804878,53.61842105,48.03149606,9.575429088,32.24368499,72.25433526,7.867647059,31.52064451,37.80898876,50.0,51.14709852,70.2181,100.974,94.6157,26.5,6.0,"COVID-19 pandemic, social unrest, recovery efforts",23.6,6,0,0,0,0,0,1,0,2022,-0.7975223743498847,1.6159900082917789,0.9785053349662851,-0.4134209689930401
1437,1276,2022-1276-1437,63,55,8,24.111100000000008,41.683440906,41.565471792,-0.0311513349999999,0.9545161108547676,0.8577669861577493,-465.7856204553905,0,R3Z2,7.177033493,31.00381194,74.50980392,10.86739781,46.01722282,42.95851528,49.01477833,50.0,8.053691275,33.00653595,72.91666667,8.401976936,32.32998885,33.92461197,52.38095238,41.63568773,64.1915,97.6798,103.654,150.5,16.25,"COVID-19 pandemic, social unrest, recovery efforts",23.6,6,0,0,0,0,0,1,0,2022,1.8164152455878528,2.1409769526253557,-0.323213869688591,-0.49801673569707977
1222,1112,2022-1112-1222,72,60,12,25.870000000000005,42.566026122,44.231006834000006,-0.034157413,0.74801291179642,0.7946142855451745,921.8809144784818,0,R3Z1,17.71894094,29.28759894,70.84690554,6.286186931,39.03177005,43.56321839,58.9055794,54.95356037,13.42560554,32.67716535,66.99801193,7.084265474,35.74508864,34.52650657,65.41062802,46.78362573,65.5297,89.1213,92.5195,7.75,66.25,"COVID-19 pandemic, social unrest, recovery efforts",23.6,6,0,0,0,0,0,1,0,2022,-0.7994832023557258,-0.24192706064471622,1.7277718095641226,2.0454162666283717
1437,1326,2022-1326-1437,71,61,10,24.111100000000008,41.683440906,43.993886672,-0.0487626939999999,0.9545161108547676,0.831749351210694,-137.41742535642317,0,R2Z2,7.177033493,31.00381194,74.50980392,10.86739781,46.01722282,42.95851528,49.01477833,50.0,12.6984127,33.98058252,73.4375,7.785642063,39.69512195,35.2739726,49.29214929,47.41144414,64.1915,97.6798,103.964,30.5,150.5,"COVID-19 pandemic, social unrest, recovery efforts",23.6,6,0,0,0,0,0,1,0,2022,1.010920083757262,1.4246275715338026,0.2573669378619225,-1.247396193908897
1274,1120,2022-1120-1274,79,61,18,12.625,43.1057293,39.988375870000006,-0.0311314199999999,0.8246298785185987,0.8726377617755866,-314.85008468222725,0,R2Y2,8.544027899,35.16778523,69.09871245,8.770491803,35.8906989,39.37632135,50.87912088,56.59090909,21.03075644,31.24087591,72.90715373,10.14729951,39.89178554,36.28177966,52.12527964,48.76033058,67.5221,104.983,92.1279,65.25,53.25,"COVID-19 pandemic, social unrest, recovery efforts",23.6,6,0,0,0,0,0,1,0,2022,-1.6017103175099148,1.9612253426088662,0.46738665388878886,1.3724767951872283
